date,hospital_id,procedure,cash,gross,pct_change
2026-08-16,ccn-050855,er-level5,3284,6316,
2026-08-16,ccn-050855,flu-shot,16,30,
2026-08-16,ccn-050855,gallbladder,13208,25400,
2026-08-16,ccn-050855,hernia-repair,7389,14210,
2026-08-16,ccn-050855,hysterectomy,4436,8530,
2026-08-16,ccn-050855,iud-insertion,588,1130,
2026-08-16,ccn-050855,iv-hydration,442,850,
2026-08-16,ccn-050855,iv-infusion,478,920,
2026-08-16,ccn-050855,joint-injection,952,1830,
2026-08-16,ccn-050855,knee-scope,5148,9900,
2026-08-16,ccn-050855,laceration,749,1440,
2026-08-16,ccn-050855,lithotripsy,6510,12520,
2026-08-16,ccn-050855,mammogram-diag,353,679,
2026-08-16,ccn-050855,mammogram-screen,380,731,
2026-08-16,ccn-050855,mri-brain,2600,5000,
2026-08-16,ccn-050855,mri-knee,2392,4600,
2026-08-16,ccn-050855,mri-spine,2496,4800,
2026-08-16,ccn-050855,pap-smear,100,193,
2026-08-16,ccn-050855,physical-therapy,137,264,
2026-08-16,ccn-050855,shoulder-scope,9745,18740,
2026-08-16,ccn-050855,strep-test,111,213,
2026-08-16,ccn-050855,stress-test,270,520,
2026-08-16,ccn-050855,thyroid-us,827,1590,
2026-08-16,ccn-050855,tonsillectomy,1456,2800,
2026-08-16,ccn-050855,us-abdomen,1191,2290,
2026-08-16,ccn-050855,us-pregnancy,728,1400,
2026-08-16,ccn-050855,xray-extremity,432,830,
2026-08-16,ccn-050855,xray-leg,406,780,
2026-08-16,ccn-053303,allergy-test,15,20,
2026-08-16,ccn-053303,blood-cbc,158,210,
2026-08-16,ccn-053303,blood-metabolic,364,485,
2026-08-16,ccn-053303,cardiac-cath,18524,24698,
2026-08-16,ccn-053303,cast-fracture,71,95,
2026-08-16,ccn-053303,chemo-infusion,1064,1419,
2026-08-16,ccn-053303,chest-xray,575,767,
2026-08-16,ccn-053303,ct-abd-pelvis,6248,8331,
2026-08-16,ccn-053303,ct-head,2625,3500,
2026-08-16,ccn-053303,echocardiogram,3904,5206,
2026-08-16,ccn-053303,ekg,294,392,
2026-08-16,ccn-053303,endoscopy,527,703,
2026-08-16,ccn-053303,epidural-inj,568,757,
2026-08-16,ccn-053303,er-level3,1500,2000,
2026-08-16,ccn-053303,er-level4,2550,3400,
2026-08-16,ccn-053303,er-level5,4050,5400,
2026-08-16,ccn-053303,flu-shot,98,130,
2026-08-16,ccn-053303,hearing-test,267,356,
2026-08-16,ccn-053303,iud-insertion,504,672,
2026-08-16,ccn-053303,iv-hydration,640,854,
2026-08-16,ccn-053303,iv-infusion,838,1117,
2026-08-16,ccn-053303,joint-injection,1002,1336,
2026-08-16,ccn-053303,laceration,563,751,
2026-08-16,ccn-053303,mri-brain,3465,4620,
2026-08-16,ccn-053303,mri-knee,4478,5970,
2026-08-16,ccn-053303,mri-spine,5064,6752,
2026-08-16,ccn-053303,physical-therapy,158,211,
2026-08-16,ccn-053303,prostate-biopsy,2156,2875,
2026-08-16,ccn-053303,sleep-study,5423,7231,
2026-08-16,ccn-053303,strep-test,166,222,
2026-08-16,ccn-053303,stress-test,1148,1531,
2026-08-16,ccn-053303,thyroid-us,1040,1386,
2026-08-16,ccn-053303,urgent-care,262,350,
2026-08-16,ccn-053303,us-abdomen,1200,1600,
2026-08-16,ccn-053303,xray-extremity,700,933,
2026-08-16,ccn-053303,xray-leg,668,891,
