date,hospital_id,procedure,cash,gross,pct_change
2026-08-17,ccn-050071,xray-leg,459,820,
2026-08-17,ccn-050072,allergy-test,627,1120,
2026-08-17,ccn-050072,appendectomy,22680,40500,
2026-08-17,ccn-050072,biopsy-needle,4094,7310,
2026-08-17,ccn-050072,blood-cbc,123,220,
2026-08-17,ccn-050072,blood-metabolic,255,456,
2026-08-17,ccn-050072,cardiac-cath,19488,34800,
2026-08-17,ccn-050072,carpal-tunnel,5309,9480,
2026-08-17,ccn-050072,cast-fracture,762,1360,
2026-08-17,ccn-050072,cataract,8624,15400,
2026-08-17,ccn-050072,chemo-infusion,1103,1970,
2026-08-17,ccn-050072,chest-xray,504,900,
2026-08-17,ccn-050072,colonoscopy,3679,6570,
2026-08-17,ccn-050072,ct-abd-pelvis,4754,8490,
2026-08-17,ccn-050072,ct-head,2682,4790,
2026-08-17,ccn-050072,dialysis,2453,4380,
2026-08-17,ccn-050072,echocardiogram,3825,6830,
2026-08-17,ccn-050072,ekg,90,160,
2026-08-17,ccn-050072,endoscopy,3707,6620,
2026-08-17,ccn-050072,epidural-inj,3662,6540,
2026-08-17,ccn-050072,er-level3,1622,2896,
2026-08-17,ccn-050072,er-level4,2713,4844,
2026-08-17,ccn-050072,er-level5,4220,7536,
2026-08-17,ccn-050072,flu-shot,21,37,
2026-08-17,ccn-050072,gallbladder,19219,34320,
2026-08-17,ccn-050072,hearing-test,549,980,
2026-08-17,ccn-050072,hernia-repair,18726,33440,
2026-08-17,ccn-050072,hip-replacement,9162,16360,
2026-08-17,ccn-050072,hysterectomy,23128,41300,
2026-08-17,ccn-050072,iud-insertion,1814,3240,
2026-08-17,ccn-050072,iv-hydration,739,1320,
2026-08-17,ccn-050072,iv-infusion,840,1500,
2026-08-17,ccn-050072,joint-injection,1271,2270,
2026-08-17,ccn-050072,knee-replacement,25760,46000,
2026-08-17,ccn-050072,knee-scope,7325,13080,
2026-08-17,ccn-050072,laceration,801,1430,
2026-08-17,ccn-050072,lithotripsy,14426,25760,
2026-08-17,ccn-050072,mammogram-diag,375,670,
2026-08-17,ccn-050072,mammogram-screen,375,670,
2026-08-17,ccn-050072,mri-brain,3629,6480,
2026-08-17,ccn-050072,mri-knee,3438,6140,
2026-08-17,ccn-050072,mri-spine,3282,5860,
2026-08-17,ccn-050072,pap-smear,92,164,
2026-08-17,ccn-050072,physical-therapy,145,259,
2026-08-17,ccn-050072,shoulder-scope,6300,11250,
2026-08-17,ccn-050072,sleep-study,4889,8730,
2026-08-17,ccn-050072,strep-test,171,306,
2026-08-17,ccn-050072,thyroid-us,907,1620,
2026-08-17,ccn-050072,tonsillectomy,8658,15460,
2026-08-17,ccn-050072,us-abdomen,991,1770,
2026-08-17,ccn-050072,us-pregnancy,946,1690,
2026-08-17,ccn-050072,xray-extremity,633,1130,
2026-08-17,ccn-050072,xray-leg,459,820,
2026-08-17,ccn-050075,allergy-test,627,1120,
2026-08-17,ccn-050075,appendectomy,22680,40500,
2026-08-17,ccn-050075,biopsy-needle,4094,7310,
2026-08-17,ccn-050075,blood-cbc,123,220,
2026-08-17,ccn-050075,blood-metabolic,255,456,
2026-08-17,ccn-050075,cardiac-cath,19488,34800,
2026-08-17,ccn-050075,carpal-tunnel,5309,9480,
2026-08-17,ccn-050075,cast-fracture,762,1360,
2026-08-17,ccn-050075,cataract,8624,15400,
2026-08-17,ccn-050075,chemo-infusion,1103,1970,
2026-08-17,ccn-050075,chest-xray,504,900,
2026-08-17,ccn-050075,colonoscopy,3679,6570,
2026-08-17,ccn-050075,ct-abd-pelvis,4754,8490,
2026-08-17,ccn-050075,ct-head,2682,4790,
2026-08-17,ccn-050075,dialysis,2453,4380,
2026-08-17,ccn-050075,echocardiogram,3825,6830,
2026-08-17,ccn-050075,ekg,90,160,
2026-08-17,ccn-050075,endoscopy,3707,6620,
2026-08-17,ccn-050075,epidural-inj,3662,6540,
2026-08-17,ccn-050075,er-level3,1622,2896,
2026-08-17,ccn-050075,er-level4,2713,4844,
2026-08-17,ccn-050075,er-level5,4220,7536,
2026-08-17,ccn-050075,flu-shot,21,37,
2026-08-17,ccn-050075,gallbladder,19219,34320,
2026-08-17,ccn-050075,hearing-test,549,980,
2026-08-17,ccn-050075,hernia-repair,18726,33440,
2026-08-17,ccn-050075,hip-replacement,9162,16360,
2026-08-17,ccn-050075,hysterectomy,23128,41300,
2026-08-17,ccn-050075,iud-insertion,1814,3240,
2026-08-17,ccn-050075,iv-hydration,739,1320,
2026-08-17,ccn-050075,iv-infusion,840,1500,
2026-08-17,ccn-050075,joint-injection,1271,2270,
2026-08-17,ccn-050075,knee-replacement,25760,46000,
2026-08-17,ccn-050075,knee-scope,7325,13080,
2026-08-17,ccn-050075,laceration,801,1430,
2026-08-17,ccn-050075,lithotripsy,14426,25760,
2026-08-17,ccn-050075,mammogram-diag,375,670,
2026-08-17,ccn-050075,mammogram-screen,375,670,
2026-08-17,ccn-050075,mri-brain,3629,6480,
2026-08-17,ccn-050075,mri-knee,3438,6140,
2026-08-17,ccn-050075,mri-spine,3282,5860,
2026-08-17,ccn-050075,pap-smear,92,164,
2026-08-17,ccn-050075,physical-therapy,145,259,
2026-08-17,ccn-050075,shoulder-scope,6300,11250,
2026-08-17,ccn-050075,sleep-study,4889,8730,
2026-08-17,ccn-050075,strep-test,171,306,
2026-08-17,ccn-050075,thyroid-us,907,1620,
2026-08-17,ccn-050075,tonsillectomy,8658,15460,
2026-08-17,ccn-050075,us-abdomen,991,1770,
2026-08-17,ccn-050075,us-pregnancy,946,1690,
2026-08-17,ccn-050075,xray-extremity,633,1130,
2026-08-17,ccn-050075,xray-leg,459,820,
2026-08-17,ccn-050076,allergy-test,627,1120,
2026-08-17,ccn-050076,appendectomy,22680,40500,
2026-08-17,ccn-050076,biopsy-needle,4094,7310,
2026-08-17,ccn-050076,blood-cbc,123,220,
2026-08-17,ccn-050076,blood-metabolic,255,456,
2026-08-17,ccn-050076,cardiac-cath,19488,34800,
2026-08-17,ccn-050076,carpal-tunnel,5309,9480,
2026-08-17,ccn-050076,cast-fracture,762,1360,
2026-08-17,ccn-050076,cataract,8624,15400,
2026-08-17,ccn-050076,chemo-infusion,1103,1970,
2026-08-17,ccn-050076,chest-xray,504,900,
2026-08-17,ccn-050076,colonoscopy,3679,6570,
2026-08-17,ccn-050076,ct-abd-pelvis,4754,8490,
2026-08-17,ccn-050076,ct-head,2682,4790,
2026-08-17,ccn-050076,dialysis,2453,4380,
2026-08-17,ccn-050076,echocardiogram,3825,6830,
2026-08-17,ccn-050076,ekg,90,160,
2026-08-17,ccn-050076,endoscopy,3707,6620,
2026-08-17,ccn-050076,epidural-inj,3662,6540,
2026-08-17,ccn-050076,er-level3,1622,2896,
2026-08-17,ccn-050076,er-level4,2713,4844,
2026-08-17,ccn-050076,er-level5,4220,7536,
2026-08-17,ccn-050076,flu-shot,21,37,
2026-08-17,ccn-050076,gallbladder,19219,34320,
2026-08-17,ccn-050076,hearing-test,549,980,
2026-08-17,ccn-050076,hernia-repair,18726,33440,
2026-08-17,ccn-050076,hip-replacement,9162,16360,
2026-08-17,ccn-050076,hysterectomy,23128,41300,
2026-08-17,ccn-050076,iud-insertion,1814,3240,
2026-08-17,ccn-050076,iv-hydration,739,1320,
2026-08-17,ccn-050076,iv-infusion,840,1500,
2026-08-17,ccn-050076,joint-injection,1271,2270,
2026-08-17,ccn-050076,knee-replacement,25760,46000,
2026-08-17,ccn-050076,knee-scope,7325,13080,
2026-08-17,ccn-050076,laceration,801,1430,
2026-08-17,ccn-050076,lithotripsy,14426,25760,
2026-08-17,ccn-050076,mammogram-diag,375,670,
2026-08-17,ccn-050076,mammogram-screen,375,670,
2026-08-17,ccn-050076,mri-brain,3629,6480,
2026-08-17,ccn-050076,mri-knee,3438,6140,
2026-08-17,ccn-050076,mri-spine,3282,5860,
2026-08-17,ccn-050076,pap-smear,92,164,
2026-08-17,ccn-050076,physical-therapy,145,259,
2026-08-17,ccn-050076,shoulder-scope,6300,11250,
2026-08-17,ccn-050076,sleep-study,4889,8730,
2026-08-17,ccn-050076,strep-test,171,306,
2026-08-17,ccn-050076,thyroid-us,907,1620,
2026-08-17,ccn-050076,tonsillectomy,8658,15460,
2026-08-17,ccn-050076,us-abdomen,991,1770,
2026-08-17,ccn-050076,us-pregnancy,946,1690,
2026-08-17,ccn-050076,xray-extremity,633,1130,
2026-08-17,ccn-050076,xray-leg,459,820,
2026-08-17,ccn-050077,appendectomy,13922,55689,
2026-08-17,ccn-050077,biopsy-needle,1462,5847,
2026-08-17,ccn-050077,blood-cbc,28,110,
2026-08-17,ccn-050077,blood-metabolic,98,392,
2026-08-17,ccn-050077,carpal-tunnel,1064,4256,
2026-08-17,ccn-050077,cast-fracture,202,808,
2026-08-17,ccn-050077,cataract,1944,7774,
2026-08-17,ccn-050077,cesarean,11483,45931,
2026-08-17,ccn-050077,chemo-infusion,467,1869,
2026-08-17,ccn-050077,chest-xray,244,975,
2026-08-17,ccn-050077,colonoscopy,749,2998,
2026-08-17,ccn-050077,ct-abd-pelvis,2250,9000,
2026-08-17,ccn-050077,ct-head,864,3458,
2026-08-17,ccn-050077,echocardiogram,392,1567,
2026-08-17,ccn-050077,endoscopy,725,2902,
2026-08-17,ccn-050077,epidural-inj,518,2072,
2026-08-17,ccn-050077,er-level3,604,2415,
2026-08-17,ccn-050077,er-level4,971,3885,
2026-08-17,ccn-050077,er-level5,1969,7874,
2026-08-17,ccn-050077,gallbladder,12439,49755,
2026-08-17,ccn-050077,hearing-test,73,294,
2026-08-17,ccn-050077,hernia-repair,3909,15637,
2026-08-17,ccn-050077,hip-replacement,49604,198415,
2026-08-17,ccn-050077,hysterectomy,14140,56562,
2026-08-17,ccn-050077,iud-insertion,991,3966,
2026-08-17,ccn-050077,iv-hydration,494,1977,
2026-08-17,ccn-050077,iv-infusion,467,1869,
2026-08-17,ccn-050077,joint-injection,956,3823,
2026-08-17,ccn-050077,knee-replacement,49604,198415,
2026-08-17,ccn-050077,knee-scope,2964,11856,
2026-08-17,ccn-050077,laceration,851,3405,
2026-08-17,ccn-050077,lithotripsy,8236,32943,
2026-08-17,ccn-050077,mammogram-diag,168,672,
2026-08-17,ccn-050077,mammogram-screen,181,723,
2026-08-17,ccn-050077,mri-brain,913,3652,
2026-08-17,ccn-050077,mri-knee,1657,6628,
2026-08-17,ccn-050077,mri-spine,753,3013,
2026-08-17,ccn-050077,pap-smear,34,135,
2026-08-17,ccn-050077,physical-therapy,43,173,
2026-08-17,ccn-050077,shoulder-scope,3296,13184,
2026-08-17,ccn-050077,sleep-study,578,2313,
2026-08-17,ccn-050077,strep-test,28,111,
2026-08-17,ccn-050077,thyroid-us,522,2089,
2026-08-17,ccn-050077,tonsillectomy,1855,7420,
2026-08-17,ccn-050077,urgent-care,73,294,
2026-08-17,ccn-050077,us-abdomen,342,1369,
2026-08-17,ccn-050077,us-pregnancy,227,909,
2026-08-17,ccn-050077,xray-extremity,364,1454,
2026-08-17,ccn-050077,xray-leg,227,907,
2026-08-17,ccn-050078,biopsy-needle,3076,8789,
2026-08-17,ccn-050078,blood-cbc,98,281,
2026-08-17,ccn-050078,blood-metabolic,222,634,
2026-08-17,ccn-050078,carpal-tunnel,897,2563,
2026-08-17,ccn-050078,cast-fracture,242,692,
2026-08-17,ccn-050078,chemo-infusion,677,1933,
2026-08-17,ccn-050078,chest-xray,310,887,
2026-08-17,ccn-050078,colonoscopy,498,1424,
2026-08-17,ccn-050078,ct-abd-pelvis,2703,7724,
2026-08-17,ccn-050078,ct-head,1428,4079,
2026-08-17,ccn-050078,dialysis,2016,5760,
2026-08-17,ccn-050078,echocardiogram,1978,5650,
2026-08-17,ccn-050078,endoscopy,508,1452,
2026-08-17,ccn-050078,epidural-inj,1408,4022,
2026-08-17,ccn-050078,er-level3,569,1627,
2026-08-17,ccn-050078,er-level4,1169,3341,
2026-08-17,ccn-050078,er-level5,1810,5171,
2026-08-17,ccn-050078,hernia-repair,1767,5049,
2026-08-17,ccn-050078,iud-insertion,191,545,
2026-08-17,ccn-050078,iv-hydration,231,661,
2026-08-17,ccn-050078,iv-infusion,248,710,
2026-08-17,ccn-050078,joint-injection,308,880,
2026-08-17,ccn-050078,laceration,276,788,
2026-08-17,ccn-050078,mammogram-diag,167,476,
2026-08-17,ccn-050078,mammogram-screen,203,580,
2026-08-17,ccn-050078,mri-brain,2070,5913,
2026-08-17,ccn-050078,mri-knee,1875,5357,
2026-08-17,ccn-050078,mri-spine,2179,6225,
2026-08-17,ccn-050078,physical-therapy,81,231,
2026-08-17,ccn-050078,strep-test,291,831,
2026-08-17,ccn-050078,thyroid-us,682,1949,
2026-08-17,ccn-050078,us-abdomen,942,2692,
2026-08-17,ccn-050078,us-pregnancy,390,1115,
2026-08-17,ccn-050078,xray-extremity,305,872,
2026-08-17,ccn-050078,xray-leg,270,771,
2026-08-17,ccn-050090,biopsy-needle,6168,8812,
2026-08-17,ccn-050090,blood-cbc,175,250,
2026-08-17,ccn-050090,blood-metabolic,340,485,
2026-08-17,ccn-050090,cast-fracture,442,632,
2026-08-17,ccn-050090,chemo-infusion,1177,1681,
2026-08-17,ccn-050090,chest-xray,798,1140,
2026-08-17,ccn-050090,ct-abd-pelvis,7335,10478,
2026-08-17,ccn-050090,ct-head,3710,5300,
2026-08-17,ccn-050090,echocardiogram,4397,6282,
2026-08-17,ccn-050090,ekg,48,69,
2026-08-17,ccn-050090,epidural-inj,4437,6338,
2026-08-17,ccn-050090,er-level3,2375,3393,
2026-08-17,ccn-050090,er-level4,4105,5864,
2026-08-17,ccn-050090,er-level5,6235,8907,
2026-08-17,ccn-050090,hip-replacement,154424,220606,
2026-08-17,ccn-050090,iv-hydration,1088,1554,
2026-08-17,ccn-050090,iv-infusion,1758,2511,
2026-08-17,ccn-050090,joint-injection,2474,3535,
2026-08-17,ccn-050090,knee-replacement,154424,220606,
2026-08-17,ccn-050090,laceration,1387,1981,
2026-08-17,ccn-050090,mammogram-diag,520,743,
2026-08-17,ccn-050090,mammogram-screen,463,661,
2026-08-17,ccn-050090,mri-brain,3784,5406,
2026-08-17,ccn-050090,mri-knee,3573,5104,
2026-08-17,ccn-050090,mri-spine,3348,4783,
2026-08-17,ccn-050090,physical-therapy,174,248,
2026-08-17,ccn-050090,spinal-fusion,159127,227325,
2026-08-17,ccn-050090,thyroid-us,1142,1631,
2026-08-17,ccn-050090,urgent-care,108,155,
2026-08-17,ccn-050090,us-abdomen,1310,1872,
2026-08-17,ccn-050090,us-pregnancy,2121,3030,
2026-08-17,ccn-050090,xray-extremity,783,1118,
2026-08-17,ccn-050090,xray-leg,738,1055,
2026-08-17,ccn-050100,biopsy-needle,5093,6791,
2026-08-17,ccn-050100,blood-cbc,148,197,
2026-08-17,ccn-050100,blood-metabolic,339,452,
2026-08-17,ccn-050100,cardiac-cath,16573,22097,
2026-08-17,ccn-050100,carpal-tunnel,6837,9116,
2026-08-17,ccn-050100,cast-fracture,666,888,
2026-08-17,ccn-050100,cesarean,77421,103228,
2026-08-17,ccn-050100,chemo-infusion,1971,2628,
2026-08-17,ccn-050100,chest-xray,532,710,
2026-08-17,ccn-050100,colonoscopy,2537,3383,
2026-08-17,ccn-050100,ct-abd-pelvis,4994,6658,
2026-08-17,ccn-050100,ct-head,2786,3714,
2026-08-17,ccn-050100,dialysis,2060,2746,
2026-08-17,ccn-050100,echocardiogram,4104,5472,
2026-08-17,ccn-050100,endoscopy,2668,3558,
2026-08-17,ccn-050100,epidural-inj,2718,3624,
2026-08-17,ccn-050100,er-level3,2188,2917,
2026-08-17,ccn-050100,er-level4,3900,5200,
2026-08-17,ccn-050100,er-level5,5700,7600,
2026-08-17,ccn-050100,flu-shot,15,20,
2026-08-17,ccn-050100,hip-replacement,108334,144446,
2026-08-17,ccn-050100,iud-insertion,1064,1418,
2026-08-17,ccn-050100,iv-hydration,825,1100,
2026-08-17,ccn-050100,iv-infusion,926,1235,
2026-08-17,ccn-050100,joint-injection,1499,1999,
2026-08-17,ccn-050100,knee-replacement,108334,144446,
2026-08-17,ccn-050100,laceration,1517,2023,
2026-08-17,ccn-050100,mammogram-diag,420,560,
2026-08-17,ccn-050100,mammogram-screen,435,580,
2026-08-17,ccn-050100,mri-brain,3036,4048,
2026-08-17,ccn-050100,mri-knee,3247,4329,
2026-08-17,ccn-050100,mri-spine,3112,4149,
2026-08-17,ccn-050100,physical-therapy,164,218,
2026-08-17,ccn-050100,prostate-biopsy,3221,4295,
2026-08-17,ccn-050100,sleep-study,5535,7380,
2026-08-17,ccn-050100,strep-test,132,176,
2026-08-17,ccn-050100,thyroid-us,1016,1354,
2026-08-17,ccn-050100,urgent-care,296,395,
2026-08-17,ccn-050100,us-abdomen,1400,1866,
2026-08-17,ccn-050100,us-pregnancy,1069,1425,
2026-08-17,ccn-050100,xray-extremity,575,767,
2026-08-17,ccn-050100,xray-leg,513,684,
2026-08-17,ccn-050124,biopsy-needle,7063,7063,
2026-08-17,ccn-050124,blood-cbc,142,142,
2026-08-17,ccn-050124,blood-metabolic,644,644,
2026-08-17,ccn-050124,cardiac-cath,17824,17824,
2026-08-17,ccn-050124,chest-xray,719,719,
2026-08-17,ccn-050124,ct-abd-pelvis,8135,8135,
2026-08-17,ccn-050124,ct-head,3968,3968,
2026-08-17,ccn-050124,echocardiogram,6767,6767,
2026-08-17,ccn-050124,epidural-inj,3776,3776,
2026-08-17,ccn-050124,er-level3,2176,2176,
2026-08-17,ccn-050124,er-level4,2951,2951,
2026-08-17,ccn-050124,er-level5,5311,5311,
2026-08-17,ccn-050124,iv-hydration,936,936,
2026-08-17,ccn-050124,iv-infusion,952,952,
2026-08-17,ccn-050124,joint-injection,1038,1038,
2026-08-17,ccn-050124,mammogram-diag,822,822,
2026-08-17,ccn-050124,mammogram-screen,771,771,
2026-08-17,ccn-050124,mri-brain,3836,3836,
2026-08-17,ccn-050124,mri-knee,5469,5469,
2026-08-17,ccn-050124,mri-spine,5343,5343,
2026-08-17,ccn-050124,physical-therapy,204,204,
2026-08-17,ccn-050124,thyroid-us,1571,1571,
2026-08-17,ccn-050124,us-abdomen,2946,2946,
2026-08-17,ccn-050124,us-pregnancy,2710,2710,
2026-08-17,ccn-050124,xray-extremity,948,948,
2026-08-17,ccn-050124,xray-leg,874,874,
2026-08-17,ccn-050128,biopsy-needle,1907,3179,
2026-08-17,ccn-050128,blood-cbc,2,4,
2026-08-17,ccn-050128,blood-metabolic,2,4,
2026-08-17,ccn-050128,cardiac-cath,4235,7058,
2026-08-17,ccn-050128,cesarean,11438,19064,
2026-08-17,ccn-050128,chemo-infusion,538,897,
2026-08-17,ccn-050128,chest-xray,374,624,
2026-08-17,ccn-050128,ct-abd-pelvis,4043,6738,
2026-08-17,ccn-050128,ct-head,1992,3320,
2026-08-17,ccn-050128,dialysis,853,1421,
2026-08-17,ccn-050128,echocardiogram,1768,2946,
2026-08-17,ccn-050128,epidural-inj,782,1304,
2026-08-17,ccn-050128,er-level3,972,1620,
2026-08-17,ccn-050128,er-level4,1504,2507,
2026-08-17,ccn-050128,er-level5,2270,3784,
2026-08-17,ccn-050128,hip-replacement,53143,88572,
2026-08-17,ccn-050128,iv-hydration,208,347,
2026-08-17,ccn-050128,iv-infusion,346,576,
2026-08-17,ccn-050128,joint-injection,470,783,
2026-08-17,ccn-050128,knee-replacement,53143,88572,
2026-08-17,ccn-050128,laceration,335,559,
2026-08-17,ccn-050128,lithotripsy,24250,40417,
2026-08-17,ccn-050128,mammogram-diag,203,338,
2026-08-17,ccn-050128,mammogram-screen,215,358,
2026-08-17,ccn-050128,mri-brain,2096,3493,
2026-08-17,ccn-050128,mri-knee,2096,3493,
2026-08-17,ccn-050128,mri-spine,2096,3493,
2026-08-17,ccn-050128,physical-therapy,80,133,
2026-08-17,ccn-050128,prostate-biopsy,1903,3171,
2026-08-17,ccn-050128,spinal-fusion,110378,183964,
2026-08-17,ccn-050128,strep-test,14,23,
2026-08-17,ccn-050128,thyroid-us,217,362,
2026-08-17,ccn-050128,urgent-care,207,345,
2026-08-17,ccn-050128,us-abdomen,395,658,
2026-08-17,ccn-050128,us-pregnancy,444,740,
2026-08-17,ccn-050128,xray-extremity,771,1285,
2026-08-17,ccn-050128,xray-leg,771,1285,
2026-08-17,ccn-050137,allergy-test,566,1089,
2026-08-17,ccn-050137,appendectomy,8008,15400,
2026-08-17,ccn-050137,biopsy-needle,3214,6180,
2026-08-17,ccn-050137,blood-cbc,111,213,
2026-08-17,ccn-050137,blood-metabolic,269,517,
2026-08-17,ccn-050137,cardiac-cath,12927,24860,
2026-08-17,ccn-050137,carpal-tunnel,3609,6940,
2026-08-17,ccn-050137,cast-fracture,499,960,
2026-08-17,ccn-050137,cataract,5044,9700,
2026-08-17,ccn-050137,chemo-infusion,874,1680,
2026-08-17,ccn-050137,chest-xray,385,740,
2026-08-17,ccn-050137,colonoscopy,2080,4000,
2026-08-17,ccn-050137,ct-abd-pelvis,4004,7700,
2026-08-17,ccn-050137,ct-head,2288,4400,
2026-08-17,ccn-050137,dialysis,2340,4500,
2026-08-17,ccn-050137,echocardiogram,2688,5170,
2026-08-17,ccn-050137,endoscopy,1872,3600,
2026-08-17,ccn-050137,epidural-inj,2220,4270,
2026-08-17,ccn-050137,er-level3,1208,2323,
2026-08-17,ccn-050137,er-level4,1953,3756,
2026-08-17,ccn-050137,er-level5,3284,6316,
2026-08-17,ccn-050137,flu-shot,16,30,
2026-08-17,ccn-050137,gallbladder,13208,25400,
2026-08-17,ccn-050137,hernia-repair,7389,14210,
2026-08-17,ccn-050137,hysterectomy,4436,8530,
2026-08-17,ccn-050137,iud-insertion,588,1130,
2026-08-17,ccn-050137,iv-hydration,442,850,
2026-08-17,ccn-050137,iv-infusion,478,920,
2026-08-17,ccn-050137,joint-injection,952,1830,
2026-08-17,ccn-050137,knee-scope,5148,9900,
2026-08-17,ccn-050137,laceration,749,1440,
2026-08-17,ccn-050137,lithotripsy,6510,12520,
2026-08-17,ccn-050137,mammogram-diag,353,679,
2026-08-17,ccn-050137,mammogram-screen,380,731,
2026-08-17,ccn-050137,mri-brain,2600,5000,
2026-08-17,ccn-050137,mri-knee,2392,4600,
2026-08-17,ccn-050137,mri-spine,2496,4800,
2026-08-17,ccn-050137,pap-smear,100,193,
2026-08-17,ccn-050137,physical-therapy,137,264,
2026-08-17,ccn-050137,shoulder-scope,9745,18740,
2026-08-17,ccn-050137,strep-test,111,213,
2026-08-17,ccn-050137,stress-test,270,520,
2026-08-17,ccn-050137,thyroid-us,827,1590,
2026-08-17,ccn-050137,tonsillectomy,1456,2800,
2026-08-17,ccn-050137,us-abdomen,1191,2290,
2026-08-17,ccn-050137,us-pregnancy,728,1400,
2026-08-17,ccn-050137,xray-extremity,432,830,
2026-08-17,ccn-050137,xray-leg,406,780,
2026-08-17,ccn-050138,allergy-test,566,1089,
2026-08-17,ccn-050138,appendectomy,8008,15400,
2026-08-17,ccn-050138,biopsy-needle,3214,6180,
2026-08-17,ccn-050138,blood-cbc,111,213,
2026-08-17,ccn-050138,blood-metabolic,269,517,
2026-08-17,ccn-050138,cardiac-cath,12927,24860,
2026-08-17,ccn-050138,carpal-tunnel,3609,6940,
2026-08-17,ccn-050138,cast-fracture,499,960,
2026-08-17,ccn-050138,cataract,5044,9700,
2026-08-17,ccn-050138,chemo-infusion,874,1680,
2026-08-17,ccn-050138,chest-xray,385,740,
2026-08-17,ccn-050138,colonoscopy,2080,4000,
2026-08-17,ccn-050138,ct-abd-pelvis,4004,7700,
2026-08-17,ccn-050138,ct-head,2288,4400,
2026-08-17,ccn-050138,dialysis,2340,4500,
2026-08-17,ccn-050138,echocardiogram,2688,5170,
2026-08-17,ccn-050138,endoscopy,1872,3600,
2026-08-17,ccn-050138,epidural-inj,2220,4270,
2026-08-17,ccn-050138,er-level3,1208,2323,
2026-08-17,ccn-050138,er-level4,1953,3756,
2026-08-17,ccn-050138,er-level5,3284,6316,
2026-08-17,ccn-050138,flu-shot,16,30,
2026-08-17,ccn-050138,gallbladder,13208,25400,
2026-08-17,ccn-050138,hernia-repair,7389,14210,
2026-08-17,ccn-050138,hysterectomy,4436,8530,
2026-08-17,ccn-050138,iud-insertion,588,1130,
2026-08-17,ccn-050138,iv-hydration,442,850,
2026-08-17,ccn-050138,iv-infusion,478,920,
2026-08-17,ccn-050138,joint-injection,952,1830,
2026-08-17,ccn-050138,knee-scope,5148,9900,
2026-08-17,ccn-050138,laceration,749,1440,
2026-08-17,ccn-050138,lithotripsy,6510,12520,
2026-08-17,ccn-050138,mammogram-diag,353,679,
2026-08-17,ccn-050138,mammogram-screen,380,731,
2026-08-17,ccn-050138,mri-brain,2600,5000,
2026-08-17,ccn-050138,mri-knee,2392,4600,
2026-08-17,ccn-050138,mri-spine,2496,4800,
2026-08-17,ccn-050138,pap-smear,100,193,
2026-08-17,ccn-050138,physical-therapy,137,264,
2026-08-17,ccn-050138,shoulder-scope,9745,18740,
2026-08-17,ccn-050138,strep-test,111,213,
2026-08-17,ccn-050138,stress-test,270,520,
2026-08-17,ccn-050138,thyroid-us,827,1590,
2026-08-17,ccn-050138,tonsillectomy,1456,2800,
2026-08-17,ccn-050138,us-abdomen,1191,2290,
2026-08-17,ccn-050138,us-pregnancy,728,1400,
2026-08-17,ccn-050138,xray-extremity,432,830,
2026-08-17,ccn-050138,xray-leg,406,780,
2026-08-17,ccn-050139,allergy-test,566,1089,
2026-08-17,ccn-050139,appendectomy,8008,15400,
2026-08-17,ccn-050139,biopsy-needle,3214,6180,
2026-08-17,ccn-050139,blood-cbc,111,213,
2026-08-17,ccn-050139,blood-metabolic,269,517,
2026-08-17,ccn-050139,cardiac-cath,12927,24860,
2026-08-17,ccn-050139,carpal-tunnel,3609,6940,
2026-08-17,ccn-050139,cast-fracture,499,960,
2026-08-17,ccn-050139,cataract,5044,9700,
2026-08-17,ccn-050139,chemo-infusion,874,1680,
2026-08-17,ccn-050139,chest-xray,385,740,
2026-08-17,ccn-050139,colonoscopy,2080,4000,
2026-08-17,ccn-050139,ct-abd-pelvis,4004,7700,
2026-08-17,ccn-050139,ct-head,2288,4400,
2026-08-17,ccn-050139,dialysis,2340,4500,
2026-08-17,ccn-050139,echocardiogram,2688,5170,
2026-08-17,ccn-050139,endoscopy,1872,3600,
2026-08-17,ccn-050139,epidural-inj,2220,4270,
2026-08-17,ccn-050139,er-level3,1208,2323,
2026-08-17,ccn-050139,er-level4,1953,3756,
2026-08-17,ccn-050139,er-level5,3284,6316,
2026-08-17,ccn-050139,flu-shot,16,30,
2026-08-17,ccn-050139,gallbladder,13208,25400,
2026-08-17,ccn-050139,hernia-repair,7389,14210,
2026-08-17,ccn-050139,hysterectomy,4436,8530,
2026-08-17,ccn-050139,iud-insertion,588,1130,
2026-08-17,ccn-050139,iv-hydration,442,850,
2026-08-17,ccn-050139,iv-infusion,478,920,
2026-08-17,ccn-050139,joint-injection,952,1830,
2026-08-17,ccn-050139,knee-scope,5148,9900,
2026-08-17,ccn-050139,laceration,749,1440,
2026-08-17,ccn-050139,lithotripsy,6510,12520,
2026-08-17,ccn-050139,mammogram-diag,353,679,
2026-08-17,ccn-050139,mammogram-screen,380,731,
2026-08-17,ccn-050139,mri-brain,2600,5000,
2026-08-17,ccn-050139,mri-knee,2392,4600,
2026-08-17,ccn-050139,mri-spine,2496,4800,
2026-08-17,ccn-050139,pap-smear,100,193,
2026-08-17,ccn-050139,physical-therapy,137,264,
2026-08-17,ccn-050139,shoulder-scope,9745,18740,
2026-08-17,ccn-050139,strep-test,111,213,
2026-08-17,ccn-050139,stress-test,270,520,
2026-08-17,ccn-050139,thyroid-us,827,1590,
2026-08-17,ccn-050139,tonsillectomy,1456,2800,
